output_filename,cubes,modr v L,core r cm,keff,keff unc,therm fis %
o_b8hcp-caseSC-c1625-r70_52-d2o96_8-v2000.o,1625.0,2000.0,70.5158,0.94866,0.00016,84.22
o_b8hcp-caseSC-c1625-r71_57-d2o96_8-v2100.o,1625.0,2100.0,71.56696,0.95625,0.00017,84.69
o_b8hcp-caseSC-c1625-r72_59-d2o96_8-v2200.o,1625.0,2200.0,72.58811,0.9629,0.00014,85.11
o_b8hcp-caseSC-c1625-r73_58-d2o96_8-v2300.o,1625.0,2300.0,73.58132,0.96883,0.00017,85.51
o_b8hcp-caseSC-c1625-r74_55-d2o96_8-v2400.o,1625.0,2400.0,74.54841,0.97436,0.00016,85.85
o_b8hcp-caseSC-c1625-r75_49-d2o96_8-v2500.o,1625.0,2500.0,75.49104,0.9786,0.00017,86.2
o_b8hcp-caseSC-c1625-r76_41-d2o96_8-v2600.o,1625.0,2600.0,76.4107,0.98364,0.00014,86.51
o_b8hcp-caseSC-c1625-r77_31-d2o96_8-v2700.o,1625.0,2700.0,77.30874,0.98724,0.00016,86.79
o_b8hcp-caseSC-c1625-r78_19-d2o96_8-v2800.o,1625.0,2800.0,78.18639,0.99083,0.00014,87.01
o_b8hcp-caseSC-c1625-r79_04-d2o96_8-v2900.o,1625.0,2900.0,79.04477,0.99395,0.00016,87.26
o_b8hcp-caseSC-c1625-r79_88-d2o96_8-v3000.o,1625.0,3000.0,79.8849,0.99674,0.00016,87.48
o_b8hcp-caseSC-c1625-r80_71-d2o96_8-v3100.o,1625.0,3100.0,80.70771,0.9996,0.00016,87.7
o_b8hcp-caseSC-c1625-r81_51-d2o96_8-v3200.o,1625.0,3200.0,81.51409,1.00162,0.00015,87.88
o_b8hcp-caseSC-c1625-r82_30-d2o96_8-v3300.o,1625.0,3300.0,82.30482,1.00371,0.00015,88.06
o_b8hcp-caseSC-c1625-r83_08-d2o96_8-v3400.o,1625.0,3400.0,83.08064,1.00566,0.00014,88.23
o_b8hcp-caseSC-c1625-r83_84-d2o96_8-v3500.o,1625.0,3500.0,83.84223,1.00715,0.00014,88.4
o_b8hcp-caseSC-c1625-r84_59-d2o96_8-v3600.o,1625.0,3600.0,84.59024,1.00851,0.00017,88.52
o_b8hcp-caseSC-c1625-r85_33-d2o96_8-v3700.o,1625.0,3700.0,85.32524,1.00958,0.00014,88.67
o_b8hcp-caseSC-c1625-r86_05-d2o96_8-v3800.o,1625.0,3800.0,86.0478,1.01052,0.00017,88.8
o_b8hcp-caseSC-c1625-r87_46-d2o96_8-v4000.o,1625.0,4000.0,87.45758,1.01177,0.00016,89.02
o_b8hcp-caseSC-c1625-r88_15-d2o96_8-v4100.o,1625.0,4100.0,88.14575,1.01266,0.00015,89.13
o_b8hcp-caseSC-c1625-r88_82-d2o96_8-v4200.o,1625.0,4200.0,88.82333,1.01273,0.00015,89.23
o_b8hcp-caseSC-c1650-r60_71-d2o96_8-v1200.o,1650.0,1200.0,60.71475,0.85018,0.00016,77.59
o_b8hcp-caseSC-c1650-r63_47-d2o96_8-v1400.o,1650.0,1400.0,63.46648,0.88409,0.00017,79.92
o_b8hcp-caseSC-c1650-r68_35-d2o96_8-v1800.o,1650.0,1800.0,68.34946,0.93218,0.00016,83.1
o_b8hcp-caseSC-c1650-r70_55-d2o96_8-v2000.o,1650.0,2000.0,70.54912,0.94983,0.00016,84.21
o_b8hcp-caseSC-c1650-r71_60-d2o96_8-v2100.o,1650.0,2100.0,71.59931,0.95705,0.00016,84.67
o_b8hcp-caseSC-c1650-r72_62-d2o96_8-v2200.o,1650.0,2200.0,72.61956,0.96375,0.00016,85.12
o_b8hcp-caseSC-c1650-r73_61-d2o96_8-v2300.o,1650.0,2300.0,73.61192,0.96929,0.00016,85.51
o_b8hcp-caseSC-c1650-r74_58-d2o96_8-v2400.o,1650.0,2400.0,74.57823,0.97516,0.00016,85.86
o_b8hcp-caseSC-c1650-r75_52-d2o96_8-v2500.o,1650.0,2500.0,75.52012,0.97989,0.00014,86.19
o_b8hcp-caseSC-c1650-r76_44-d2o96_8-v2600.o,1650.0,2600.0,76.43909,0.98422,0.00015,86.5
o_b8hcp-caseSC-c1650-r77_34-d2o96_8-v2700.o,1650.0,2700.0,77.33647,0.98839,0.00015,86.78
o_b8hcp-caseSC-c1650-r78_21-d2o96_8-v2800.o,1650.0,2800.0,78.2135,0.99179,0.00014,87.02
o_b8hcp-caseSC-c1650-r79_07-d2o96_8-v2900.o,1650.0,2900.0,79.07129,0.99495,0.00015,87.27
o_b8hcp-caseSC-c1650-r79_91-d2o96_8-v3000.o,1650.0,3000.0,79.91087,0.99802,0.00015,87.49
o_b8hcp-caseSC-c1650-r80_73-d2o96_8-v3100.o,1650.0,3100.0,80.73316,1.00008,0.00014,87.7
o_b8hcp-caseSC-c1650-r81_54-d2o96_8-v3200.o,1650.0,3200.0,81.53903,1.00262,0.00016,87.89
o_b8hcp-caseSC-c1650-r82_33-d2o96_8-v3300.o,1650.0,3300.0,82.32928,1.00473,0.00015,88.06
o_b8hcp-caseSC-c1650-r83_10-d2o96_8-v3400.o,1650.0,3400.0,83.10465,1.00618,0.00016,88.23
o_b8hcp-caseSC-c1650-r83_87-d2o96_8-v3500.o,1650.0,3500.0,83.86581,1.00799,0.00015,88.37
o_b8hcp-caseSC-c1650-r84_61-d2o96_8-v3600.o,1650.0,3600.0,84.6134,1.00915,0.00016,88.53
o_b8hcp-caseSC-c1650-r85_35-d2o96_8-v3700.o,1650.0,3700.0,85.34801,1.0103,0.00015,88.65
o_b8hcp-caseSC-c1650-r86_07-d2o96_8-v3800.o,1650.0,3800.0,86.07018,1.01125,0.00013,88.79
o_b8hcp-caseSC-c1650-r87_48-d2o96_8-v4000.o,1650.0,4000.0,87.47925,1.01303,0.00013,89.02
o_b8hcp-caseSC-c1650-r88_17-d2o96_8-v4100.o,1650.0,4100.0,88.16708,1.01326,0.00014,89.12
o_b8hcp-caseSC-c1650-r88_84-d2o96_8-v4200.o,1650.0,4200.0,88.84434,1.01383,0.00015,89.23
o_b8hcp-caseSC-c1675-r60_76-d2o96_8-v1200.o,1675.0,1200.0,60.75969,0.85091,0.00015,77.61
o_b8hcp-caseSC-c1675-r63_51-d2o96_8-v1400.o,1675.0,1400.0,63.50761,0.88468,0.00015,79.96
o_b8hcp-caseSC-c1675-r68_38-d2o96_8-v1800.o,1675.0,1800.0,68.38493,0.93301,0.00015,83.11
o_b8hcp-caseSC-c1675-r70_58-d2o96_8-v2000.o,1675.0,2000.0,70.58242,0.95057,0.00017,84.22
o_b8hcp-caseSC-c1675-r71_63-d2o96_8-v2100.o,1675.0,2100.0,71.63163,0.95778,0.00017,84.71
o_b8hcp-caseSC-c1675-r72_65-d2o96_8-v2200.o,1675.0,2200.0,72.65099,0.96453,0.00015,85.14
o_b8hcp-caseSC-c1675-r73_64-d2o96_8-v2300.o,1675.0,2300.0,73.64251,0.9704,0.00017,85.51
o_b8hcp-caseSC-c1675-r74_61-d2o96_8-v2400.o,1675.0,2400.0,74.60802,0.9759,0.00014,85.89
o_b8hcp-caseSC-c1675-r75_55-d2o96_8-v2500.o,1675.0,2500.0,75.54918,0.98086,0.00016,86.21
o_b8hcp-caseSC-c1675-r76_47-d2o96_8-v2600.o,1675.0,2600.0,76.46745,0.98543,0.00014,86.5
o_b8hcp-caseSC-c1675-r77_36-d2o96_8-v2700.o,1675.0,2700.0,77.36418,0.9893,0.00016,86.79
o_b8hcp-caseSC-c1675-r78_24-d2o96_8-v2800.o,1675.0,2800.0,78.2406,0.99258,0.00015,87.03
o_b8hcp-caseSC-c1675-r79_10-d2o96_8-v2900.o,1675.0,2900.0,79.0978,0.99587,0.00014,87.27
o_b8hcp-caseSC-c1675-r79_94-d2o96_8-v3000.o,1675.0,3000.0,79.93682,0.99876,0.00014,87.49
o_b8hcp-caseSC-c1675-r80_76-d2o96_8-v3100.o,1675.0,3100.0,80.75859,1.00125,0.00014,87.72
o_b8hcp-caseSC-c1675-r81_56-d2o96_8-v3200.o,1675.0,3200.0,81.56396,1.00353,0.00016,87.88
o_b8hcp-caseSC-c1675-r82_35-d2o96_8-v3300.o,1675.0,3300.0,82.35374,1.00518,0.00014,88.07
o_b8hcp-caseSC-c1675-r83_13-d2o96_8-v3400.o,1675.0,3400.0,83.12865,1.00722,0.00017,88.23
o_b8hcp-caseSC-c1675-r83_89-d2o96_8-v3500.o,1675.0,3500.0,83.88937,1.00886,0.00016,88.38
o_b8hcp-caseSC-c1675-r84_64-d2o96_8-v3600.o,1675.0,3600.0,84.63655,1.00992,0.00014,88.53
o_b8hcp-caseSC-c1675-r85_37-d2o96_8-v3700.o,1675.0,3700.0,85.37076,1.01115,0.00016,88.66
o_b8hcp-caseSC-c1675-r86_09-d2o96_8-v3800.o,1675.0,3800.0,86.09256,1.0124,0.00015,88.81
o_b8hcp-caseSC-c1675-r87_50-d2o96_8-v4000.o,1675.0,4000.0,87.50091,1.01365,0.00013,89.03
o_b8hcp-caseSC-c1675-r88_19-d2o96_8-v4100.o,1675.0,4100.0,88.1884,1.01429,0.00015,89.13
o_b8hcp-caseSC-c1675-r88_87-d2o96_8-v4200.o,1675.0,4200.0,88.86534,1.01465,0.00013,89.24
o_b8hcp-caseSC-c1700-r60_80-d2o96_8-v1200.o,1700.0,1200.0,60.80457,0.85167,0.00016,77.61
o_b8hcp-caseSC-c1700-r63_55-d2o96_8-v1400.o,1700.0,1400.0,63.54869,0.8854,0.00015,79.95
o_b8hcp-caseSC-c1700-r68_42-d2o96_8-v1800.o,1700.0,1800.0,68.42036,0.93373,0.00013,83.12
o_b8hcp-caseSC-c1700-r70_62-d2o96_8-v2000.o,1700.0,2000.0,70.61568,0.95095,0.00018,84.22
o_b8hcp-caseSC-c1700-r71_66-d2o96_8-v2100.o,1700.0,2100.0,71.66393,0.95841,0.00015,84.69
o_b8hcp-caseSC-c1700-r72_68-d2o96_8-v2200.o,1700.0,2200.0,72.68238,0.96553,0.00015,85.12
o_b8hcp-caseSC-c1700-r73_67-d2o96_8-v2300.o,1700.0,2300.0,73.67306,0.97098,0.00014,85.52
o_b8hcp-caseSC-c1700-r74_64-d2o96_8-v2400.o,1700.0,2400.0,74.6378,0.97614,0.00016,85.87
o_b8hcp-caseSC-c1700-r75_58-d2o96_8-v2500.o,1700.0,2500.0,75.57821,0.98129,0.00016,86.21
o_b8hcp-caseSC-c1700-r76_50-d2o96_8-v2600.o,1700.0,2600.0,76.49579,0.98553,0.00013,86.51
o_b8hcp-caseSC-c1700-r77_39-d2o96_8-v2700.o,1700.0,2700.0,77.39187,0.98983,0.00015,86.78
o_b8hcp-caseSC-c1700-r78_27-d2o96_8-v2800.o,1700.0,2800.0,78.26767,0.99342,0.00016,87.04
o_b8hcp-caseSC-c1700-r79_12-d2o96_8-v2900.o,1700.0,2900.0,79.12429,0.99655,0.00014,87.26
o_b8hcp-caseSC-c1700-r79_96-d2o96_8-v3000.o,1700.0,3000.0,79.96276,0.99935,0.00016,87.49
o_b8hcp-caseSC-c1700-r80_78-d2o96_8-v3100.o,1700.0,3100.0,80.784,1.00143,0.00016,87.68
o_b8hcp-caseSC-c1700-r81_59-d2o96_8-v3200.o,1700.0,3200.0,81.58887,1.00428,0.00015,87.89
o_b8hcp-caseSC-c1700-r82_38-d2o96_8-v3300.o,1700.0,3300.0,82.37817,1.00616,0.00018,88.06
o_b8hcp-caseSC-c1700-r83_15-d2o96_8-v3400.o,1700.0,3400.0,83.15263,1.00778,0.00017,88.24
o_b8hcp-caseSC-c1700-r83_91-d2o96_8-v3500.o,1700.0,3500.0,83.91293,1.00931,0.00014,88.38
o_b8hcp-caseSC-c1700-r84_66-d2o96_8-v3600.o,1700.0,3600.0,84.65969,1.01102,0.00015,88.53
o_b8hcp-caseSC-c1700-r85_39-d2o96_8-v3700.o,1700.0,3700.0,85.3935,1.01174,0.00016,88.69
o_b8hcp-caseSC-c1700-r86_11-d2o96_8-v3800.o,1700.0,3800.0,86.11492,1.01294,0.00016,88.8
o_b8hcp-caseSC-c1700-r87_52-d2o96_8-v4000.o,1700.0,4000.0,87.52256,1.01406,0.00014,89.04
o_b8hcp-caseSC-c1700-r88_21-d2o96_8-v4100.o,1700.0,4100.0,88.20971,1.01488,0.00015,89.14
o_b8hcp-caseSC-c1700-r88_89-d2o96_8-v4200.o,1700.0,4200.0,88.88632,1.01484,0.00015,89.24
o_b8hcp-caseSC-c1725-r60_85-d2o96_8-v1200.o,1725.0,1200.0,60.84937,0.85205,0.00017,77.6
o_b8hcp-caseSC-c1725-r63_59-d2o96_8-v1400.o,1725.0,1400.0,63.58972,0.88578,0.00017,79.93
o_b8hcp-caseSC-c1725-r68_46-d2o96_8-v1800.o,1725.0,1800.0,68.45575,0.93442,0.00016,83.1
o_b8hcp-caseSC-c1725-r70_65-d2o96_8-v2000.o,1725.0,2000.0,70.64891,0.95166,0.00015,84.23
o_b8hcp-caseSC-c1725-r71_70-d2o96_8-v2100.o,1725.0,2100.0,71.6962,0.95929,0.00017,84.7
o_b8hcp-caseSC-c1725-r72_71-d2o96_8-v2200.o,1725.0,2200.0,72.71375,0.96618,0.00015,85.13
o_b8hcp-caseSC-c1725-r73_70-d2o96_8-v2300.o,1725.0,2300.0,73.7036,0.97177,0.00016,85.53
o_b8hcp-caseSC-c1725-r74_67-d2o96_8-v2400.o,1725.0,2400.0,74.66754,0.97722,0.00017,85.87
o_b8hcp-caseSC-c1725-r75_61-d2o96_8-v2500.o,1725.0,2500.0,75.60723,0.98201,0.00017,86.21
o_b8hcp-caseSC-c1725-r76_52-d2o96_8-v2600.o,1725.0,2600.0,76.52411,0.98635,0.00017,86.51
o_b8hcp-caseSC-c1725-r77_42-d2o96_8-v2700.o,1725.0,2700.0,77.41954,0.99056,0.00015,86.78
o_b8hcp-caseSC-c1725-r78_29-d2o96_8-v2800.o,1725.0,2800.0,78.29472,0.99385,0.00016,87.03
o_b8hcp-caseSC-c1725-r79_15-d2o96_8-v2900.o,1725.0,2900.0,79.15076,0.99705,0.00016,87.27
o_b8hcp-caseSC-c1725-r79_99-d2o96_8-v3000.o,1725.0,3000.0,79.98868,0.99986,0.00017,87.49
o_b8hcp-caseSC-c1725-r80_81-d2o96_8-v3100.o,1725.0,3100.0,80.80939,1.00266,0.00016,87.69
o_b8hcp-caseSC-c1725-r81_61-d2o96_8-v3200.o,1725.0,3200.0,81.61377,1.00449,0.00017,87.89
o_b8hcp-caseSC-c1725-r82_40-d2o96_8-v3300.o,1725.0,3300.0,82.4026,1.0064,0.00016,88.06
o_b8hcp-caseSC-c1725-r83_18-d2o96_8-v3400.o,1725.0,3400.0,83.1766,1.00851,0.00016,88.22
o_b8hcp-caseSC-c1725-r83_94-d2o96_8-v3500.o,1725.0,3500.0,83.93646,1.01001,0.00015,88.38
o_b8hcp-caseSC-c1725-r84_68-d2o96_8-v3600.o,1725.0,3600.0,84.68281,1.01114,0.00014,88.53
o_b8hcp-caseSC-c1725-r85_42-d2o96_8-v3700.o,1725.0,3700.0,85.41623,1.01242,0.00016,88.67
o_b8hcp-caseSC-c1725-r86_14-d2o96_8-v3800.o,1725.0,3800.0,86.13727,1.01356,0.00016,88.79
o_b8hcp-caseSC-c1725-r87_54-d2o96_8-v4000.o,1725.0,4000.0,87.5442,1.01517,0.00013,89.03
o_b8hcp-caseSC-c1725-r88_23-d2o96_8-v4100.o,1725.0,4100.0,88.23102,1.01547,0.00014,89.15
o_b8hcp-caseSC-c1725-r88_91-d2o96_8-v4200.o,1725.0,4200.0,88.9073,1.01573,0.00015,89.25
o_b8hcp-caseSC-c1750-r60_89-d2o96_8-v1200.o,1750.0,1200.0,60.89412,0.85256,0.00018,77.52
o_b8hcp-caseSC-c1750-r63_63-d2o96_8-v1400.o,1750.0,1400.0,63.63069,0.88647,0.00015,79.88
o_b8hcp-caseSC-c1750-r68_49-d2o96_8-v1800.o,1750.0,1800.0,68.49111,0.93461,0.00015,83.07
o_b8hcp-caseSC-c1750-r70_68-d2o96_8-v2000.o,1750.0,2000.0,70.68211,0.9522,0.00016,84.2
o_b8hcp-caseSC-c1750-r71_73-d2o96_8-v2100.o,1750.0,2100.0,71.72843,0.95981,0.00015,84.65
o_b8hcp-caseSC-c1750-r72_75-d2o96_8-v2200.o,1750.0,2200.0,72.74509,0.96617,0.00012,85.11
o_b8hcp-caseSC-c1750-r73_73-d2o96_8-v2300.o,1750.0,2300.0,73.7341,0.97207,0.00015,85.49
o_b8hcp-caseSC-c1750-r74_70-d2o96_8-v2400.o,1750.0,2400.0,74.69727,0.97784,0.00015,85.88
o_b8hcp-caseSC-c1750-r75_64-d2o96_8-v2500.o,1750.0,2500.0,75.63622,0.98296,0.00014,86.18
o_b8hcp-caseSC-c1750-r76_55-d2o96_8-v2600.o,1750.0,2600.0,76.55242,0.98705,0.00016,86.5
o_b8hcp-caseSC-c1750-r77_45-d2o96_8-v2700.o,1750.0,2700.0,77.44719,0.99072,0.00015,86.77
o_b8hcp-caseSC-c1750-r78_32-d2o96_8-v2800.o,1750.0,2800.0,78.32176,0.99463,0.00015,87.02
o_b8hcp-caseSC-c1750-r79_18-d2o96_8-v2900.o,1750.0,2900.0,79.17722,0.99803,0.00014,87.27
o_b8hcp-caseSC-c1750-r80_01-d2o96_8-v3000.o,1750.0,3000.0,80.01458,1.00074,0.00014,87.49
o_b8hcp-caseSC-c1750-r80_83-d2o96_8-v3100.o,1750.0,3100.0,80.83477,1.00291,0.00015,87.68
o_b8hcp-caseSC-c1750-r81_64-d2o96_8-v3200.o,1750.0,3200.0,81.63865,1.00572,0.00016,87.88
o_b8hcp-caseSC-c1750-r82_43-d2o96_8-v3300.o,1750.0,3300.0,82.427,1.00737,0.00016,88.07
o_b8hcp-caseSC-c1750-r83_20-d2o96_8-v3400.o,1750.0,3400.0,83.20056,1.00932,0.00018,88.23
o_b8hcp-caseSC-c1750-r83_96-d2o96_8-v3500.o,1750.0,3500.0,83.95999,1.01049,0.00014,88.37
o_b8hcp-caseSC-c1750-r84_71-d2o96_8-v3600.o,1750.0,3600.0,84.70592,1.01202,0.00015,88.53
o_b8hcp-caseSC-c1750-r85_44-d2o96_8-v3700.o,1750.0,3700.0,85.43895,1.01331,0.00014,88.66
o_b8hcp-caseSC-c1750-r86_16-d2o96_8-v3800.o,1750.0,3800.0,86.15961,1.01397,0.00014,88.78
o_b8hcp-caseSC-c1750-r87_57-d2o96_8-v4000.o,1750.0,4000.0,87.56582,1.01555,0.00017,89.03
o_b8hcp-caseSC-c1750-r88_25-d2o96_8-v4100.o,1750.0,4100.0,88.25231,1.01612,0.00015,89.14
o_b8hcp-caseSC-c1750-r88_93-d2o96_8-v4200.o,1750.0,4200.0,88.92827,1.01652,0.00016,89.24
o_b8hcp-caseSC-c1775-r60_94-d2o96_8-v1200.o,1775.0,1200.0,60.93879,0.85259,0.00016,77.49
o_b8hcp-caseSC-c1775-r63_67-d2o96_8-v1400.o,1775.0,1400.0,63.67161,0.88629,0.00014,79.85
o_b8hcp-caseSC-c1775-r68_53-d2o96_8-v1800.o,1775.0,1800.0,68.52644,0.93519,0.00018,83.08
o_b8hcp-caseSC-c1775-r70_72-d2o96_8-v2000.o,1775.0,2000.0,70.71528,0.95271,0.00016,84.18
o_b8hcp-caseSC-c1775-r71_76-d2o96_8-v2100.o,1775.0,2100.0,71.76064,0.96028,0.00018,84.65
o_b8hcp-caseSC-c1775-r72_78-d2o96_8-v2200.o,1775.0,2200.0,72.77641,0.96653,0.00015,85.09
o_b8hcp-caseSC-c1775-r73_76-d2o96_8-v2300.o,1775.0,2300.0,73.76458,0.97234,0.00015,85.48
o_b8hcp-caseSC-c1775-r74_73-d2o96_8-v2400.o,1775.0,2400.0,74.72697,0.97801,0.00015,85.84
o_b8hcp-caseSC-c1775-r75_67-d2o96_8-v2500.o,1775.0,2500.0,75.66519,0.98291,0.00015,86.17
o_b8hcp-caseSC-c1775-r76_58-d2o96_8-v2600.o,1775.0,2600.0,76.58069,0.98746,0.00016,86.48
o_b8hcp-caseSC-c1775-r77_47-d2o96_8-v2700.o,1775.0,2700.0,77.47482,0.99136,0.00017,86.76
o_b8hcp-caseSC-c1775-r78_35-d2o96_8-v2800.o,1775.0,2800.0,78.34877,0.99511,0.00014,86.99
o_b8hcp-caseSC-c1775-r79_20-d2o96_8-v2900.o,1775.0,2900.0,79.20365,0.998,0.00014,87.24
o_b8hcp-caseSC-c1775-r80_04-d2o96_8-v3000.o,1775.0,3000.0,80.04047,1.00105,0.00015,87.48
o_b8hcp-caseSC-c1775-r80_86-d2o96_8-v3100.o,1775.0,3100.0,80.86014,1.00362,0.00014,87.68
o_b8hcp-caseSC-c1775-r81_66-d2o96_8-v3200.o,1775.0,3200.0,81.66352,1.00556,0.00015,87.85
o_b8hcp-caseSC-c1775-r82_45-d2o96_8-v3300.o,1775.0,3300.0,82.4514,1.00798,0.00017,88.06
o_b8hcp-caseSC-c1775-r83_22-d2o96_8-v3400.o,1775.0,3400.0,83.2245,1.00963,0.00017,88.22
o_b8hcp-caseSC-c1775-r83_98-d2o96_8-v3500.o,1775.0,3500.0,83.9835,1.01124,0.00016,88.37
o_b8hcp-caseSC-c1775-r84_73-d2o96_8-v3600.o,1775.0,3600.0,84.72902,1.01248,0.00015,88.53
o_b8hcp-caseSC-c1775-r85_46-d2o96_8-v3700.o,1775.0,3700.0,85.46165,1.01349,0.00015,88.67
o_b8hcp-caseSC-c1775-r86_18-d2o96_8-v3800.o,1775.0,3800.0,86.18193,1.01455,0.00016,88.77
o_b8hcp-caseSC-c1775-r87_59-d2o96_8-v4000.o,1775.0,4000.0,87.58744,1.01626,0.00013,89.02
o_b8hcp-caseSC-c1775-r88_27-d2o96_8-v4100.o,1775.0,4100.0,88.27359,1.017,0.00014,89.12
o_b8hcp-caseSC-c1775-r88_95-d2o96_8-v4200.o,1775.0,4200.0,88.94923,1.01669,0.00013,89.23
o_b8hcp-caseSC-c1800-r60_98-d2o96_8-v1200.o,1800.0,1200.0,60.9834,0.85233,0.00017,77.4
o_b8hcp-caseSC-c1800-r63_71-d2o96_8-v1400.o,1800.0,1400.0,63.71248,0.88668,0.00017,79.8
o_b8hcp-caseSC-c1800-r68_56-d2o96_8-v1800.o,1800.0,1800.0,68.56172,0.93569,0.00018,83.01
o_b8hcp-caseSC-c1800-r70_75-d2o96_8-v2000.o,1800.0,2000.0,70.74842,0.95299,0.00014,84.14
o_b8hcp-caseSC-c1800-r71_79-d2o96_8-v2100.o,1800.0,2100.0,71.79282,0.96024,0.00016,84.61
o_b8hcp-caseSC-c1800-r72_81-d2o96_8-v2200.o,1800.0,2200.0,72.8077,0.96703,0.00015,85.05
o_b8hcp-caseSC-c1800-r73_80-d2o96_8-v2300.o,1800.0,2300.0,73.79504,0.97276,0.00015,85.45
o_b8hcp-caseSC-c1800-r74_76-d2o96_8-v2400.o,1800.0,2400.0,74.75665,0.97861,0.00016,85.81
o_b8hcp-caseSC-c1800-r75_69-d2o96_8-v2500.o,1800.0,2500.0,75.69413,0.98328,0.00014,86.14
o_b8hcp-caseSC-c1800-r76_61-d2o96_8-v2600.o,1800.0,2600.0,76.60895,0.98779,0.00016,86.46
o_b8hcp-caseSC-c1800-r77_50-d2o96_8-v2700.o,1800.0,2700.0,77.50243,0.99196,0.00016,86.74
o_b8hcp-caseSC-c1800-r78_38-d2o96_8-v2800.o,1800.0,2800.0,78.37577,0.99524,0.00016,87.0
o_b8hcp-caseSC-c1800-r79_23-d2o96_8-v2900.o,1800.0,2900.0,79.23007,0.99884,0.00015,87.22
o_b8hcp-caseSC-c1800-r80_07-d2o96_8-v3000.o,1800.0,3000.0,80.06634,1.00174,0.00015,87.45
o_b8hcp-caseSC-c1800-r80_89-d2o96_8-v3100.o,1800.0,3100.0,80.88548,1.00389,0.00015,87.66
o_b8hcp-caseSC-c1800-r81_69-d2o96_8-v3200.o,1800.0,3200.0,81.68837,1.00615,0.00016,87.86
o_b8hcp-caseSC-c1800-r82_48-d2o96_8-v3300.o,1800.0,3300.0,82.47578,1.00842,0.00014,88.04
o_b8hcp-caseSC-c1800-r83_25-d2o96_8-v3400.o,1800.0,3400.0,83.24843,1.00988,0.00015,88.19
o_b8hcp-caseSC-c1800-r84_01-d2o96_8-v3500.o,1800.0,3500.0,84.007,1.0117,0.00015,88.36
o_b8hcp-caseSC-c1800-r84_75-d2o96_8-v3600.o,1800.0,3600.0,84.75211,1.0132,0.00017,88.5
o_b8hcp-caseSC-c1800-r85_48-d2o96_8-v3700.o,1800.0,3700.0,85.48435,1.01423,0.00016,88.64
o_b8hcp-caseSC-c1800-r86_20-d2o96_8-v3800.o,1800.0,3800.0,86.20425,1.01494,0.00015,88.77
o_b8hcp-caseSC-c1800-r87_61-d2o96_8-v4000.o,1800.0,4000.0,87.60905,1.01676,0.00015,89.01
o_b8hcp-caseSC-c1800-r88_29-d2o96_8-v4100.o,1800.0,4100.0,88.29486,1.01748,0.00015,89.13
o_b8hcp-caseSC-c1800-r88_97-d2o96_8-v4200.o,1800.0,4200.0,88.97018,1.0173,0.00014,89.22
o_b8hcp-caseSC-c1900-r89_05-d2o96_8-v4200.o,1900.0,4200.0,89.05388,1.01679,0.00016,88.65
o_b8hcp-caseSC-c2000-r61_34-d2o96_8-v1200.o,2000.0,1200.0,61.33797,0.8156,0.00017,74.51
o_b8hcp-caseSC-c2000-r64_04-d2o96_8-v1400.o,2000.0,1400.0,64.03755,0.85197,0.00016,77.23
o_b8hcp-caseSC-c2000-r66_53-d2o96_8-v1600.o,2000.0,1600.0,66.5269,0.88204,0.00016,79.28
o_b8hcp-caseSC-c2000-r68_84-d2o96_8-v1800.o,2000.0,1800.0,68.84272,0.90687,0.00016,80.98
o_b8hcp-caseSC-c2000-r71_01-d2o96_8-v2000.o,2000.0,2000.0,71.0124,0.92725,0.00013,82.32
o_b8hcp-caseSC-c2000-r72_05-d2o96_8-v2100.o,2000.0,2100.0,72.04923,0.93612,0.00017,82.89
o_b8hcp-caseSC-c2000-r73_06-d2o96_8-v2200.o,2000.0,2200.0,73.05704,0.94439,0.00016,83.39
o_b8hcp-caseSC-c2000-r74_04-d2o96_8-v2300.o,2000.0,2300.0,74.03779,0.95174,0.00015,83.86
o_b8hcp-caseSC-c2000-r74_99-d2o96_8-v2400.o,2000.0,2400.0,74.99322,0.95894,0.00018,84.32
o_b8hcp-caseSC-c2000-r75_92-d2o96_8-v2500.o,2000.0,2500.0,75.92491,0.96512,0.00016,84.72
o_b8hcp-caseSC-c2000-r76_83-d2o96_8-v2600.o,2000.0,2600.0,76.83427,0.97081,0.00017,85.08
o_b8hcp-caseSC-c2000-r77_72-d2o96_8-v2700.o,2000.0,2700.0,77.72261,0.97618,0.00017,85.41
o_b8hcp-caseSC-c2000-r78_59-d2o96_8-v2800.o,2000.0,2800.0,78.59109,0.98063,0.00015,85.72
o_b8hcp-caseSC-c2000-r79_44-d2o96_8-v2900.o,2000.0,2900.0,79.44079,0.9855,0.00017,86.01
o_b8hcp-caseSC-c2000-r80_27-d2o96_8-v3000.o,2000.0,3000.0,80.27269,0.98945,0.00017,86.28
o_b8hcp-caseSC-c2000-r81_09-d2o96_8-v3100.o,2000.0,3100.0,81.0877,0.99299,0.00015,86.54
o_b8hcp-caseSC-c2000-r81_89-d2o96_8-v3200.o,2000.0,3200.0,81.88664,0.99648,0.00015,86.78
o_b8hcp-caseSC-c2000-r82_67-d2o96_8-v3300.o,2000.0,3300.0,82.6703,0.99958,0.00016,86.98
o_b8hcp-caseSC-c2000-r83_44-d2o96_8-v3400.o,2000.0,3400.0,83.43937,1.00241,0.00018,87.2
o_b8hcp-caseSC-c2000-r84_19-d2o96_8-v3500.o,2000.0,3500.0,84.19452,1.00503,0.00014,87.39
