output_filename,cubes,modr v L,core r cm,keff,keff unc,therm fis %
o_b8hcp-caseSC-c1337-r82_80-d2o96_8-v3400.o,1337.0,3400.0,82.80302,1.00187,0.00014,89.19
o_b8hcp-caseSC-c1337-r83_57-d2o96_8-v3500.o,1337.0,3500.0,83.56966,1.0019,0.00018,89.29
o_b8hcp-caseSC-c1337-r84_32-d2o96_8-v3600.o,1337.0,3600.0,84.32248,1.00212,0.00015,89.41
o_b8hcp-caseSC-c1337-r85_06-d2o96_8-v3700.o,1337.0,3700.0,85.0621,1.0018,0.00014,89.51
o_b8hcp-caseSC-c1337-r85_79-d2o96_8-v3800.o,1337.0,3800.0,85.78908,1.00182,0.00014,89.61
o_b8hcp-caseSC-c1337-r87_21-d2o96_8-v4000.o,1337.0,4000.0,87.20718,1.00103,0.00014,89.78
o_b8hcp-caseSC-c1337-r87_90-d2o96_8-v4100.o,1337.0,4100.0,87.89925,1.00038,0.00014,89.84
o_b8hcp-caseSC-c1337-r88_58-d2o96_8-v4200.o,1337.0,4200.0,88.58059,0.99989,0.00015,89.92
o_b8hcp-caseSC-c1350-r60_17-d2o96_8-v1200.o,1350.0,1200.0,60.1702,0.88709,0.00014,80.72
o_b8hcp-caseSC-c1350-r62_97-d2o96_8-v1400.o,1350.0,1400.0,62.96868,0.91609,0.00017,82.62
o_b8hcp-caseSC-c1350-r67_92-d2o96_8-v1800.o,1350.0,1800.0,67.92092,0.95537,0.00017,85.18
o_b8hcp-caseSC-c1350-r70_15-d2o96_8-v2000.o,1350.0,2000.0,70.14712,0.9685,0.00016,86.08
o_b8hcp-caseSC-c1350-r71_21-d2o96_8-v2100.o,1350.0,2100.0,71.20912,0.97358,0.00015,86.43
o_b8hcp-caseSC-c1350-r72_24-d2o96_8-v2200.o,1350.0,2200.0,72.24034,0.97856,0.00017,86.78
o_b8hcp-caseSC-c1350-r73_24-d2o96_8-v2300.o,1350.0,2300.0,73.24294,0.98263,0.00016,87.11
o_b8hcp-caseSC-c1350-r74_22-d2o96_8-v2400.o,1350.0,2400.0,74.21881,0.98632,0.00015,87.37
o_b8hcp-caseSC-c1350-r75_17-d2o96_8-v2500.o,1350.0,2500.0,75.16968,0.98956,0.00015,87.63
o_b8hcp-caseSC-c1350-r76_10-d2o96_8-v2600.o,1350.0,2600.0,76.09707,0.99219,0.00019,87.88
o_b8hcp-caseSC-c1350-r77_00-d2o96_8-v2700.o,1350.0,2700.0,77.0024,0.99423,0.00017,88.07
o_b8hcp-caseSC-c1350-r77_89-d2o96_8-v2800.o,1350.0,2800.0,77.88693,0.99629,0.00015,88.27
o_b8hcp-caseSC-c1350-r78_75-d2o96_8-v2900.o,1350.0,2900.0,78.75181,0.99776,0.00016,88.46
o_b8hcp-caseSC-c1350-r79_60-d2o96_8-v3000.o,1350.0,3000.0,79.5981,0.99909,0.00015,88.63
o_b8hcp-caseSC-c1350-r80_43-d2o96_8-v3100.o,1350.0,3100.0,80.42677,1.00055,0.00015,88.79
o_b8hcp-caseSC-c1350-r81_24-d2o96_8-v3200.o,1350.0,3200.0,81.2387,1.0011,0.00014,88.92
o_b8hcp-caseSC-c1350-r82_03-d2o96_8-v3300.o,1350.0,3300.0,82.03472,1.00194,0.00015,89.05
o_b8hcp-caseSC-c1350-r82_82-d2o96_8-v3400.o,1350.0,3400.0,82.81559,1.00252,0.00015,89.18
o_b8hcp-caseSC-c1350-r83_58-d2o96_8-v3500.o,1350.0,3500.0,83.582,1.00229,0.00015,89.29
o_b8hcp-caseSC-c1350-r84_33-d2o96_8-v3600.o,1350.0,3600.0,84.33461,1.00233,0.00015,89.4
o_b8hcp-caseSC-c1350-r85_07-d2o96_8-v3700.o,1350.0,3700.0,85.07402,1.00243,0.00015,89.51
o_b8hcp-caseSC-c1350-r85_80-d2o96_8-v3800.o,1350.0,3800.0,85.80079,1.00229,0.00013,89.61
o_b8hcp-caseSC-c1350-r87_22-d2o96_8-v4000.o,1350.0,4000.0,87.21851,1.0013,0.00014,89.77
o_b8hcp-caseSC-c1350-r87_91-d2o96_8-v4100.o,1350.0,4100.0,87.91041,1.00079,0.00013,89.84
o_b8hcp-caseSC-c1350-r88_59-d2o96_8-v4200.o,1350.0,4200.0,88.59158,0.99985,0.00016,89.93
o_b8hcp-caseSC-c1362-r60_19-d2o96_8-v1200.o,1362.0,1200.0,60.19217,0.86313,0.00016,79.19
o_b8hcp-caseSC-c1362-r62_99-d2o96_8-v1400.o,1362.0,1400.0,62.98875,0.89457,0.00017,81.31
o_b8hcp-caseSC-c1362-r67_94-d2o96_8-v1800.o,1362.0,1800.0,67.93817,0.9387,0.00016,84.15
o_b8hcp-caseSC-c1362-r70_16-d2o96_8-v2000.o,1362.0,2000.0,70.16329,0.954,0.00017,85.16
o_b8hcp-caseSC-c1362-r71_22-d2o96_8-v2100.o,1362.0,2100.0,71.22481,0.96034,0.00016,85.57
o_b8hcp-caseSC-c1362-r72_26-d2o96_8-v2200.o,1362.0,2200.0,72.25559,0.96598,0.00016,85.95
o_b8hcp-caseSC-c1362-r73_26-d2o96_8-v2300.o,1362.0,2300.0,73.25777,0.97124,0.00015,86.29
o_b8hcp-caseSC-c1362-r74_23-d2o96_8-v2400.o,1362.0,2400.0,74.23325,0.9754,0.00014,86.63
o_b8hcp-caseSC-c1362-r75_18-d2o96_8-v2500.o,1362.0,2500.0,75.18376,0.97986,0.00015,86.91
o_b8hcp-caseSC-c1362-r76_11-d2o96_8-v2600.o,1362.0,2600.0,76.11081,0.98306,0.00017,87.17
o_b8hcp-caseSC-c1362-r77_02-d2o96_8-v2700.o,1362.0,2700.0,77.01582,0.98634,0.00016,87.41
o_b8hcp-caseSC-c1362-r77_90-d2o96_8-v2800.o,1362.0,2800.0,77.90005,0.98886,0.00017,87.64
o_b8hcp-caseSC-c1362-r78_76-d2o96_8-v2900.o,1362.0,2900.0,78.76464,0.99143,0.00017,87.84
o_b8hcp-caseSC-c1362-r79_61-d2o96_8-v3000.o,1362.0,3000.0,79.61066,0.99336,0.00017,88.07
o_b8hcp-caseSC-c1362-r80_44-d2o96_8-v3100.o,1362.0,3100.0,80.43907,0.99565,0.00014,88.22
o_b8hcp-caseSC-c1362-r81_25-d2o96_8-v3200.o,1362.0,3200.0,81.25076,0.99707,0.00015,88.4
o_b8hcp-caseSC-c1362-r82_05-d2o96_8-v3300.o,1362.0,3300.0,82.04655,0.99828,0.00015,88.54
o_b8hcp-caseSC-c1362-r82_83-d2o96_8-v3400.o,1362.0,3400.0,82.82719,0.99918,0.00017,88.7
o_b8hcp-caseSC-c1362-r83_59-d2o96_8-v3500.o,1362.0,3500.0,83.59339,1.00037,0.00015,88.83
o_b8hcp-caseSC-c1362-r84_35-d2o96_8-v3600.o,1362.0,3600.0,84.34579,1.00119,0.00017,88.96
o_b8hcp-caseSC-c1362-r85_09-d2o96_8-v3700.o,1362.0,3700.0,85.08501,1.00174,0.00015,89.08
o_b8hcp-caseSC-c1362-r85_81-d2o96_8-v3800.o,1362.0,3800.0,85.8116,1.00211,0.00015,89.18
o_b8hcp-caseSC-c1362-r87_23-d2o96_8-v4000.o,1362.0,4000.0,87.22897,1.00246,0.00015,89.39
o_b8hcp-caseSC-c1362-r87_92-d2o96_8-v4100.o,1362.0,4100.0,87.9207,1.00256,0.00013,89.48
o_b8hcp-caseSC-c1362-r88_60-d2o96_8-v4200.o,1362.0,4200.0,88.60172,1.00256,0.00016,89.56
o_b8hcp-caseSC-c1375-r60_22-d2o96_8-v1200.o,1375.0,1200.0,60.21595,0.86376,0.00019,79.17
o_b8hcp-caseSC-c1375-r63_01-d2o96_8-v1400.o,1375.0,1400.0,63.01047,0.89521,0.00014,81.3
o_b8hcp-caseSC-c1375-r67_96-d2o96_8-v1800.o,1375.0,1800.0,67.95684,0.93914,0.00016,84.15
o_b8hcp-caseSC-c1375-r70_18-d2o96_8-v2000.o,1375.0,2000.0,70.1808,0.95445,0.00014,85.16
o_b8hcp-caseSC-c1375-r71_24-d2o96_8-v2100.o,1375.0,2100.0,71.2418,0.96069,0.00014,85.58
o_b8hcp-caseSC-c1375-r72_27-d2o96_8-v2200.o,1375.0,2200.0,72.27209,0.9665,0.00017,85.97
o_b8hcp-caseSC-c1375-r73_27-d2o96_8-v2300.o,1375.0,2300.0,73.27383,0.97136,0.00015,86.3
o_b8hcp-caseSC-c1375-r74_25-d2o96_8-v2400.o,1375.0,2400.0,74.2489,0.9763,0.00016,86.63
o_b8hcp-caseSC-c1375-r75_20-d2o96_8-v2500.o,1375.0,2500.0,75.199,0.98013,0.00015,86.92
o_b8hcp-caseSC-c1375-r76_13-d2o96_8-v2600.o,1375.0,2600.0,76.12569,0.9837,0.00018,87.18
o_b8hcp-caseSC-c1375-r77_03-d2o96_8-v2700.o,1375.0,2700.0,77.03035,0.98732,0.00015,87.42
o_b8hcp-caseSC-c1375-r77_91-d2o96_8-v2800.o,1375.0,2800.0,77.91425,0.98983,0.00015,87.66
o_b8hcp-caseSC-c1375-r78_78-d2o96_8-v2900.o,1375.0,2900.0,78.77853,0.9919,0.00015,87.85
o_b8hcp-caseSC-c1375-r79_62-d2o96_8-v3000.o,1375.0,3000.0,79.62426,0.99415,0.00014,88.06
o_b8hcp-caseSC-c1375-r80_45-d2o96_8-v3100.o,1375.0,3100.0,80.45239,0.99614,0.00014,88.24
o_b8hcp-caseSC-c1375-r81_26-d2o96_8-v3200.o,1375.0,3200.0,81.26381,0.99754,0.00014,88.4
o_b8hcp-caseSC-c1375-r82_06-d2o96_8-v3300.o,1375.0,3300.0,82.05935,0.99911,0.00015,88.56
o_b8hcp-caseSC-c1375-r82_84-d2o96_8-v3400.o,1375.0,3400.0,82.83975,1.00014,0.00015,88.71
o_b8hcp-caseSC-c1375-r83_61-d2o96_8-v3500.o,1375.0,3500.0,83.60572,1.00098,0.00015,88.82
o_b8hcp-caseSC-c1375-r84_36-d2o96_8-v3600.o,1375.0,3600.0,84.35791,1.00194,0.00015,88.96
o_b8hcp-caseSC-c1375-r85_10-d2o96_8-v3700.o,1375.0,3700.0,85.09692,1.0023,0.00015,89.08
o_b8hcp-caseSC-c1375-r85_82-d2o96_8-v3800.o,1375.0,3800.0,85.8233,1.00278,0.00012,89.19
o_b8hcp-caseSC-c1375-r87_24-d2o96_8-v4000.o,1375.0,4000.0,87.2403,1.00324,0.00015,89.39
o_b8hcp-caseSC-c1375-r87_93-d2o96_8-v4100.o,1375.0,4100.0,87.93185,1.00304,0.00016,89.49
o_b8hcp-caseSC-c1375-r88_61-d2o96_8-v4200.o,1375.0,4200.0,88.6127,1.00313,0.00016,89.57
o_b8hcp-caseSC-c1387-r60_24-d2o96_8-v1200.o,1387.0,1200.0,60.23789,0.86424,0.00017,79.16
o_b8hcp-caseSC-c1387-r63_03-d2o96_8-v1400.o,1387.0,1400.0,63.03051,0.89556,0.00016,81.3
o_b8hcp-caseSC-c1387-r67_97-d2o96_8-v1800.o,1387.0,1800.0,67.97407,0.93965,0.00015,84.14
o_b8hcp-caseSC-c1387-r70_20-d2o96_8-v2000.o,1387.0,2000.0,70.19695,0.95484,0.00017,85.17
o_b8hcp-caseSC-c1387-r71_26-d2o96_8-v2100.o,1387.0,2100.0,71.25747,0.96149,0.00014,85.58
o_b8hcp-caseSC-c1387-r72_29-d2o96_8-v2200.o,1387.0,2200.0,72.28733,0.96721,0.00015,85.96
o_b8hcp-caseSC-c1387-r73_29-d2o96_8-v2300.o,1387.0,2300.0,73.28865,0.9724,0.00014,86.3
o_b8hcp-caseSC-c1387-r74_26-d2o96_8-v2400.o,1387.0,2400.0,74.26333,0.97682,0.00015,86.62
o_b8hcp-caseSC-c1387-r75_21-d2o96_8-v2500.o,1387.0,2500.0,75.21307,0.98103,0.00015,86.9
o_b8hcp-caseSC-c1387-r76_14-d2o96_8-v2600.o,1387.0,2600.0,76.13942,0.98454,0.00017,87.19
o_b8hcp-caseSC-c1387-r77_04-d2o96_8-v2700.o,1387.0,2700.0,77.04376,0.98788,0.00015,87.43
o_b8hcp-caseSC-c1387-r77_93-d2o96_8-v2800.o,1387.0,2800.0,77.92736,0.99037,0.00016,87.65
o_b8hcp-caseSC-c1387-r78_79-d2o96_8-v2900.o,1387.0,2900.0,78.79135,0.99297,0.00014,87.86
o_b8hcp-caseSC-c1387-r79_64-d2o96_8-v3000.o,1387.0,3000.0,79.63681,0.99488,0.00016,88.05
o_b8hcp-caseSC-c1387-r80_46-d2o96_8-v3100.o,1387.0,3100.0,80.46468,0.99701,0.00016,88.25
o_b8hcp-caseSC-c1387-r81_28-d2o96_8-v3200.o,1387.0,3200.0,81.27586,0.99847,0.00015,88.4
o_b8hcp-caseSC-c1387-r82_07-d2o96_8-v3300.o,1387.0,3300.0,82.07117,0.99956,0.00015,88.55
o_b8hcp-caseSC-c1387-r82_85-d2o96_8-v3400.o,1387.0,3400.0,82.85135,1.0008,0.00015,88.7
o_b8hcp-caseSC-c1387-r83_62-d2o96_8-v3500.o,1387.0,3500.0,83.61711,1.00161,0.00013,88.83
o_b8hcp-caseSC-c1387-r84_37-d2o96_8-v3600.o,1387.0,3600.0,84.36909,1.00276,0.00016,88.95
o_b8hcp-caseSC-c1387-r85_11-d2o96_8-v3700.o,1387.0,3700.0,85.1079,1.00322,0.00016,89.08
o_b8hcp-caseSC-c1387-r85_83-d2o96_8-v3800.o,1387.0,3800.0,85.83411,1.0036,0.00015,89.18
o_b8hcp-caseSC-c1387-r87_25-d2o96_8-v4000.o,1387.0,4000.0,87.25075,1.00359,0.00016,89.39
o_b8hcp-caseSC-c1387-r87_94-d2o96_8-v4100.o,1387.0,4100.0,87.94214,1.00379,0.00014,89.49
o_b8hcp-caseSC-c1387-r88_62-d2o96_8-v4200.o,1387.0,4200.0,88.62283,1.0041,0.00014,89.57
o_b8hcp-caseSC-c1400-r60_26-d2o96_8-v1200.o,1400.0,1200.0,60.26164,0.86446,0.0002,79.17
o_b8hcp-caseSC-c1400-r63_05-d2o96_8-v1400.o,1400.0,1400.0,63.0522,0.89608,0.00016,81.29
o_b8hcp-caseSC-c1400-r67_99-d2o96_8-v1800.o,1400.0,1800.0,67.99272,0.94046,0.00017,84.17
o_b8hcp-caseSC-c1400-r70_21-d2o96_8-v2000.o,1400.0,2000.0,70.21444,0.95577,0.00014,85.17
o_b8hcp-caseSC-c1400-r71_27-d2o96_8-v2100.o,1400.0,2100.0,71.27444,0.96175,0.00015,85.58
o_b8hcp-caseSC-c1400-r72_30-d2o96_8-v2200.o,1400.0,2200.0,72.30382,0.96793,0.00016,85.96
o_b8hcp-caseSC-c1400-r73_30-d2o96_8-v2300.o,1400.0,2300.0,73.30469,0.97279,0.00015,86.31
o_b8hcp-caseSC-c1400-r74_28-d2o96_8-v2400.o,1400.0,2400.0,74.27896,0.97739,0.00016,86.61
o_b8hcp-caseSC-c1400-r75_23-d2o96_8-v2500.o,1400.0,2500.0,75.22831,0.98166,0.00015,86.91
o_b8hcp-caseSC-c1400-r76_15-d2o96_8-v2600.o,1400.0,2600.0,76.15429,0.98519,0.00016,87.19
o_b8hcp-caseSC-c1400-r77_06-d2o96_8-v2700.o,1400.0,2700.0,77.05828,0.98833,0.00016,87.44
o_b8hcp-caseSC-c1400-r77_94-d2o96_8-v2800.o,1400.0,2800.0,77.94155,0.99094,0.00014,87.66
o_b8hcp-caseSC-c1400-r78_81-d2o96_8-v2900.o,1400.0,2900.0,78.80524,0.99362,0.00017,87.87
o_b8hcp-caseSC-c1400-r79_65-d2o96_8-v3000.o,1400.0,3000.0,79.6504,0.99534,0.00018,88.07
o_b8hcp-caseSC-c1400-r80_48-d2o96_8-v3100.o,1400.0,3100.0,80.47799,0.99727,0.00016,88.24
o_b8hcp-caseSC-c1400-r81_29-d2o96_8-v3200.o,1400.0,3200.0,81.28891,0.99918,0.00015,88.41
o_b8hcp-caseSC-c1400-r82_08-d2o96_8-v3300.o,1400.0,3300.0,82.08396,1.00053,0.00013,88.55
o_b8hcp-caseSC-c1400-r82_86-d2o96_8-v3400.o,1400.0,3400.0,82.8639,1.00131,0.00016,88.69
o_b8hcp-caseSC-c1400-r83_63-d2o96_8-v3500.o,1400.0,3500.0,83.62943,1.00229,0.00015,88.84
o_b8hcp-caseSC-c1400-r84_38-d2o96_8-v3600.o,1400.0,3600.0,84.3812,1.00297,0.00015,88.97
o_b8hcp-caseSC-c1400-r85_12-d2o96_8-v3700.o,1400.0,3700.0,85.1198,1.00389,0.00015,89.08
o_b8hcp-caseSC-c1400-r85_85-d2o96_8-v3800.o,1400.0,3800.0,85.84581,1.00395,0.00016,89.2
o_b8hcp-caseSC-c1400-r87_26-d2o96_8-v4000.o,1400.0,4000.0,87.26208,1.00434,0.00016,89.4
o_b8hcp-caseSC-c1400-r87_95-d2o96_8-v4100.o,1400.0,4100.0,87.95329,1.00452,0.00015,89.49
o_b8hcp-caseSC-c1400-r88_63-d2o96_8-v4200.o,1400.0,4200.0,88.63381,1.00417,0.00014,89.57
o_b8hcp-caseSC-c1412-r60_28-d2o96_8-v1200.o,1412.0,1200.0,60.28354,0.8654,0.00016,79.17
o_b8hcp-caseSC-c1412-r63_07-d2o96_8-v1400.o,1412.0,1400.0,63.07221,0.89683,0.00015,81.28
o_b8hcp-caseSC-c1412-r68_01-d2o96_8-v1800.o,1412.0,1800.0,68.00993,0.94083,0.00016,84.15
o_b8hcp-caseSC-c1412-r70_23-d2o96_8-v2000.o,1412.0,2000.0,70.23058,0.95577,0.00015,85.17
o_b8hcp-caseSC-c1412-r71_29-d2o96_8-v2100.o,1412.0,2100.0,71.29011,0.96269,0.00015,85.59
o_b8hcp-caseSC-c1412-r72_32-d2o96_8-v2200.o,1412.0,2200.0,72.31904,0.96845,0.00015,85.95
o_b8hcp-caseSC-c1412-r73_32-d2o96_8-v2300.o,1412.0,2300.0,73.3195,0.97344,0.00015,86.32
o_b8hcp-caseSC-c1412-r74_29-d2o96_8-v2400.o,1412.0,2400.0,74.29338,0.97783,0.00014,86.63
o_b8hcp-caseSC-c1412-r75_24-d2o96_8-v2500.o,1412.0,2500.0,75.24237,0.98203,0.00015,86.92
o_b8hcp-caseSC-c1412-r76_17-d2o96_8-v2600.o,1412.0,2600.0,76.16801,0.98514,0.00015,87.18
o_b8hcp-caseSC-c1412-r77_07-d2o96_8-v2700.o,1412.0,2700.0,77.07168,0.98871,0.00015,87.42
o_b8hcp-caseSC-c1412-r77_95-d2o96_8-v2800.o,1412.0,2800.0,77.95465,0.99144,0.00015,87.66
o_b8hcp-caseSC-c1412-r78_82-d2o96_8-v2900.o,1412.0,2900.0,78.81805,0.99409,0.00016,87.88
o_b8hcp-caseSC-c1412-r79_66-d2o96_8-v3000.o,1412.0,3000.0,79.66294,0.99609,0.00015,88.05
o_b8hcp-caseSC-c1412-r80_49-d2o96_8-v3100.o,1412.0,3100.0,80.49028,0.99819,0.00013,88.24
o_b8hcp-caseSC-c1412-r81_30-d2o96_8-v3200.o,1412.0,3200.0,81.30095,0.99931,0.00015,88.4
o_b8hcp-caseSC-c1412-r82_10-d2o96_8-v3300.o,1412.0,3300.0,82.09577,1.00092,0.00015,88.56
o_b8hcp-caseSC-c1412-r82_88-d2o96_8-v3400.o,1412.0,3400.0,82.87549,1.00198,0.00014,88.69
o_b8hcp-caseSC-c1412-r83_64-d2o96_8-v3500.o,1412.0,3500.0,83.64081,1.00295,0.00016,88.86
o_b8hcp-caseSC-c1412-r84_39-d2o96_8-v3600.o,1412.0,3600.0,84.39237,1.0036,0.00015,88.97
o_b8hcp-caseSC-c1412-r85_13-d2o96_8-v3700.o,1412.0,3700.0,85.13079,1.00441,0.00013,89.09
o_b8hcp-caseSC-c1412-r85_86-d2o96_8-v3800.o,1412.0,3800.0,85.8566,1.00482,0.00013,89.19
o_b8hcp-caseSC-c1412-r87_27-d2o96_8-v4000.o,1412.0,4000.0,87.27252,1.00493,0.00015,89.41
o_b8hcp-caseSC-c1412-r87_96-d2o96_8-v4100.o,1412.0,4100.0,87.96357,1.00496,0.00015,89.5
o_b8hcp-caseSC-c1412-r88_64-d2o96_8-v4200.o,1412.0,4200.0,88.64393,1.00501,0.00015,89.59
o_b8hcp-caseSC-c1425-r60_31-d2o96_8-v1200.o,1425.0,1200.0,60.30726,0.86577,0.00018,79.17
o_b8hcp-caseSC-c1425-r63_09-d2o96_8-v1400.o,1425.0,1400.0,63.09387,0.89695,0.00015,81.3
o_b8hcp-caseSC-c1425-r68_03-d2o96_8-v1800.o,1425.0,1800.0,68.02856,0.9412,0.00016,84.16
o_b8hcp-caseSC-c1425-r70_25-d2o96_8-v2000.o,1425.0,2000.0,70.24806,0.95687,0.00016,85.14
o_b8hcp-caseSC-c1425-r71_31-d2o96_8-v2100.o,1425.0,2100.0,71.30706,0.96332,0.00016,85.58
o_b8hcp-caseSC-c1425-r72_34-d2o96_8-v2200.o,1425.0,2200.0,72.33552,0.96909,0.00016,85.96
o_b8hcp-caseSC-c1425-r73_34-d2o96_8-v2300.o,1425.0,2300.0,73.33553,0.97434,0.00017,86.3
o_b8hcp-caseSC-c1425-r74_31-d2o96_8-v2400.o,1425.0,2400.0,74.30899,0.97842,0.00016,86.63
o_b8hcp-caseSC-c1425-r75_26-d2o96_8-v2500.o,1425.0,2500.0,75.25759,0.98261,0.00016,86.91
o_b8hcp-caseSC-c1425-r76_18-d2o96_8-v2600.o,1425.0,2600.0,76.18287,0.98621,0.00016,87.19
o_b8hcp-caseSC-c1425-r77_09-d2o96_8-v2700.o,1425.0,2700.0,77.08619,0.98963,0.00015,87.44
o_b8hcp-caseSC-c1425-r77_97-d2o96_8-v2800.o,1425.0,2800.0,77.96883,0.99225,0.00015,87.67
o_b8hcp-caseSC-c1425-r78_83-d2o96_8-v2900.o,1425.0,2900.0,78.83192,0.99476,0.00015,87.87
o_b8hcp-caseSC-c1425-r79_68-d2o96_8-v3000.o,1425.0,3000.0,79.67652,0.99649,0.00016,88.06
o_b8hcp-caseSC-c1425-r80_50-d2o96_8-v3100.o,1425.0,3100.0,80.50358,0.99835,0.00017,88.24
o_b8hcp-caseSC-c1425-r81_31-d2o96_8-v3200.o,1425.0,3200.0,81.31399,1.00001,0.00016,88.4
o_b8hcp-caseSC-c1425-r82_11-d2o96_8-v3300.o,1425.0,3300.0,82.10856,1.00185,0.00016,88.56
o_b8hcp-caseSC-c1425-r82_89-d2o96_8-v3400.o,1425.0,3400.0,82.88804,1.00265,0.00014,88.71
o_b8hcp-caseSC-c1425-r83_65-d2o96_8-v3500.o,1425.0,3500.0,83.65313,1.00346,0.00014,88.84
o_b8hcp-caseSC-c1425-r84_40-d2o96_8-v3600.o,1425.0,3600.0,84.40448,1.00425,0.00015,88.97
o_b8hcp-caseSC-c1425-r85_14-d2o96_8-v3700.o,1425.0,3700.0,85.14268,1.00468,0.00015,89.08
o_b8hcp-caseSC-c1425-r85_87-d2o96_8-v3800.o,1425.0,3800.0,85.8683,1.00524,0.00014,89.22
o_b8hcp-caseSC-c1425-r87_28-d2o96_8-v4000.o,1425.0,4000.0,87.28384,1.00575,0.00015,89.41
o_b8hcp-caseSC-c1425-r87_97-d2o96_8-v4100.o,1425.0,4100.0,87.97471,1.00551,0.00017,89.49
o_b8hcp-caseSC-c1425-r88_65-d2o96_8-v4200.o,1425.0,4200.0,88.6549,1.00528,0.00015,89.58
o_b8hcp-caseSC-c1437-r60_33-d2o96_8-v1200.o,1437.0,1200.0,60.32913,0.86622,0.00017,79.15
o_b8hcp-caseSC-c1437-r63_11-d2o96_8-v1400.o,1437.0,1400.0,63.11386,0.89762,0.00015,81.27
o_b8hcp-caseSC-c1437-r68_05-d2o96_8-v1800.o,1437.0,1800.0,68.04575,0.94203,0.00017,84.16
o_b8hcp-caseSC-c1437-r70_26-d2o96_8-v2000.o,1437.0,2000.0,70.26418,0.95767,0.00014,85.16
o_b8hcp-caseSC-c1437-r71_32-d2o96_8-v2100.o,1437.0,2100.0,71.32271,0.96377,0.00015,85.58
o_b8hcp-caseSC-c1437-r72_35-d2o96_8-v2200.o,1437.0,2200.0,72.35072,0.96927,0.00017,85.97
o_b8hcp-caseSC-c1437-r73_35-d2o96_8-v2300.o,1437.0,2300.0,73.35033,0.97469,0.00015,86.32
o_b8hcp-caseSC-c1437-r74_32-d2o96_8-v2400.o,1437.0,2400.0,74.3234,0.97917,0.00015,86.63
o_b8hcp-caseSC-c1437-r75_27-d2o96_8-v2500.o,1437.0,2500.0,75.27164,0.98328,0.00016,86.91
o_b8hcp-caseSC-c1437-r76_20-d2o96_8-v2600.o,1437.0,2600.0,76.19657,0.98692,0.00015,87.18
o_b8hcp-caseSC-c1437-r77_10-d2o96_8-v2700.o,1437.0,2700.0,77.09958,0.98995,0.00015,87.43
o_b8hcp-caseSC-c1437-r77_98-d2o96_8-v2800.o,1437.0,2800.0,77.98192,0.9927,0.00015,87.67
o_b8hcp-caseSC-c1437-r78_84-d2o96_8-v2900.o,1437.0,2900.0,78.84473,0.99532,0.00016,87.86
o_b8hcp-caseSC-c1437-r79_69-d2o96_8-v3000.o,1437.0,3000.0,79.68906,0.99713,0.00013,88.07
o_b8hcp-caseSC-c1437-r80_52-d2o96_8-v3100.o,1437.0,3100.0,80.51586,0.99907,0.00014,88.23
o_b8hcp-caseSC-c1437-r81_33-d2o96_8-v3200.o,1437.0,3200.0,81.32603,1.00048,0.00015,88.41
o_b8hcp-caseSC-c1437-r82_12-d2o96_8-v3300.o,1437.0,3300.0,82.12036,1.00185,0.00015,88.57
o_b8hcp-caseSC-c1437-r82_90-d2o96_8-v3400.o,1437.0,3400.0,82.89962,1.00333,0.00015,88.71
o_b8hcp-caseSC-c1437-r83_66-d2o96_8-v3500.o,1437.0,3500.0,83.6645,1.00409,0.00015,88.84
o_b8hcp-caseSC-c1437-r84_42-d2o96_8-v3600.o,1437.0,3600.0,84.41565,1.00475,0.00015,88.98
o_b8hcp-caseSC-c1437-r85_15-d2o96_8-v3700.o,1437.0,3700.0,85.15365,1.00529,0.00014,89.09
o_b8hcp-caseSC-c1437-r85_88-d2o96_8-v3800.o,1437.0,3800.0,85.87909,1.00602,0.00016,89.19
o_b8hcp-caseSC-c1437-r87_29-d2o96_8-v4000.o,1437.0,4000.0,87.29429,1.00591,0.00016,89.41
o_b8hcp-caseSC-c1437-r87_98-d2o96_8-v4100.o,1437.0,4100.0,87.985,1.00652,0.00016,89.49
o_b8hcp-caseSC-c1437-r88_67-d2o96_8-v4200.o,1437.0,4200.0,88.66503,1.00566,0.00015,89.57
o_b8hcp-caseSC-c1450-r60_35-d2o96_8-v1200.o,1450.0,1200.0,60.35281,0.86637,0.00016,79.13
o_b8hcp-caseSC-c1450-r63_14-d2o96_8-v1400.o,1450.0,1400.0,63.13549,0.89833,0.00017,81.27
o_b8hcp-caseSC-c1450-r68_06-d2o96_8-v1800.o,1450.0,1800.0,68.06437,0.94241,0.00016,84.13
o_b8hcp-caseSC-c1450-r70_28-d2o96_8-v2000.o,1450.0,2000.0,70.28164,0.95818,0.00015,85.13
o_b8hcp-caseSC-c1450-r71_34-d2o96_8-v2100.o,1450.0,2100.0,71.33965,0.96459,0.00014,85.58
o_b8hcp-caseSC-c1450-r72_37-d2o96_8-v2200.o,1450.0,2200.0,72.36719,0.97016,0.00016,85.96
o_b8hcp-caseSC-c1450-r73_37-d2o96_8-v2300.o,1450.0,2300.0,73.36635,0.9753,0.00016,86.29
o_b8hcp-caseSC-c1450-r74_34-d2o96_8-v2400.o,1450.0,2400.0,74.339,0.97945,0.00014,86.63
o_b8hcp-caseSC-c1450-r75_29-d2o96_8-v2500.o,1450.0,2500.0,75.28685,0.9836,0.00016,86.91
o_b8hcp-caseSC-c1450-r76_21-d2o96_8-v2600.o,1450.0,2600.0,76.21142,0.98715,0.00016,87.19
